1,1,1.63504e-07,0.000432349
0.974261,0.965516,1.59295e-07,0.00041744
0.68292,0.795656,1.1166e-07,0.000344001
0.603806,0.715846,9.87246e-08,0.000309495
0.638583,0.727287,1.04411e-07,0.000314442
0.554683,0.694115,9.06927e-08,0.0003001
0.545849,0.690845,8.92484e-08,0.000298686
0.549328,0.693662,8.98173e-08,0.000299904
0.570795,0.702813,9.33272e-08,0.000303861
0.562897,0.702511,9.20358e-08,0.00030373
0.611277,0.727203,9.9946e-08,0.000314405
0.576816,0.678566,9.43116e-08,0.000293377
0.773268,0.881498,1.26432e-07,0.000381115
0.727633,0.854007,1.18971e-07,0.000369229
0.62896,0.791608,1.02837e-07,0.000342251
0.582512,0.742647,9.52429e-08,0.000321083
0.584707,0.680859,9.56019e-08,0.000294369
0.537542,0.674179,8.78901e-08,0.000291481
0.526587,0.670788,8.6099e-08,0.000290014
0.526667,0.670846,8.6112e-08,0.00029004
0.526716,0.670959,8.612e-08,0.000290089
0.592325,0.724451,9.68474e-08,0.000313216
0.734406,0.831784,1.20078e-07,0.000359621
0.495046,0.643962,8.09418e-08,0.000278416
0.327958,0.526192,5.36224e-08,0.000227499
0.32945,0.527817,5.38663e-08,0.000228201
0.346866,0.543249,5.67139e-08,0.000234873
0.321549,0.522271,5.25745e-08,0.000225803
0.319583,0.521078,5.22531e-08,0.000225287
0.31885,0.52072,5.21331e-08,0.000225133
0.32407,0.523433,5.29867e-08,0.000226306
0.318855,0.520726,5.21341e-08,0.000225136
0.318393,0.520466,5.20585e-08,0.000225023
0.31885,0.52072,5.21331e-08,0.000225133
0.31885,0.52072,5.21331e-08,0.000225133
